txn_id,account_no,region,location,branch_code,txn_type,amount,status,device_type,customer_type,timestamp,fraud_type
TX00457,AC42728,East,Odisha,BR199,NEFT,47859.39,Success,mobile,Corporate,2024-08-25 20:55:00,duplicate_payment
TX00458,AC80972,South,Andhra Pradesh,BR147,CHEQUE,29295.15,Success,tablet,Corporate,2024-07-17 15:29:00,legit
TX00459,AC76995,East,Jharkhand,BR128,UPI,38927.01,Success,ATM,Corporate,2024-08-19 05:19:00,duplicate_payment
TX00460,AC55519,West,Gujarat,BR158,NEFT,26042.44,Success,ATM,Corporate,2024-07-01 18:23:00,duplicate_payment
TX00461,AC37623,West,Maharashtra,BR141,CHEQUE,89294.5,Success,tablet,Individual,2024-08-19 22:21:00,unauthorized_device
TX00462,AC45311,West,Rajasthan,BR146,UPI,50705.27,Success,web,Corporate,2024-08-03 21:19:00,timing_anomaly
TX00463,AC62506,East,Jharkhand,BR123,UPI,36005.49,Pending,web,Individual,2024-07-25 13:42:00,legit
TX00464,AC82789,West,Goa,BR125,UPI,54279.6,Success,web,Corporate,2024-07-01 21:16:00,mandate_violation
TX00465,AC75483,North,Uttar Pradesh,BR162,CHEQUE,47753.44,Success,mobile,Corporate,2024-07-10 00:12:00,legit
TX00466,AC17869,North,Uttar Pradesh,BR160,NEFT,45580.61,Success,tablet,Corporate,2024-08-02 20:32:00,timing_anomaly
TX00467,AC83071,East,Bihar,BR102,MANDATE,62283.33,Success,web,Individual,2024-07-26 21:44:00,timing_anomaly
TX00468,AC98236,West,Goa,BR110,MANDATE,65150.15,Success,ATM,Individual,2024-07-16 06:04:00,legit
TX00469,AC54222,West,Goa,BR109,NEFT,39389.98,Success,web,Corporate,2024-07-29 20:13:00,legit
TX00470,AC45058,West,Rajasthan,BR156,CHEQUE,38483.64,Success,ATM,Corporate,2024-07-16 05:30:00,incorrect_account
TX00471,AC13027,North,Punjab,BR184,CHEQUE,44498.97,Failed,mobile,Individual,2024-07-16 04:37:00,amount_tampering
TX00472,AC22524,South,Andhra Pradesh,BR170,NEFT,3961.58,Success,ATM,Individual,2024-07-10 11:02:00,unauthorized_device
TX00473,AC30352,South,Andhra Pradesh,BR139,UPI,19696.18,Success,tablet,Corporate,2024-08-27 00:34:00,mandate_violation
TX00474,AC79041,North,Delhi,BR104,CHEQUE,77337.49,Failed,tablet,Corporate,2024-08-12 12:35:00,legit
TX00475,AC80855,East,Jharkhand,BR117,UPI,82899.35,Success,ATM,Corporate,2024-08-17 15:30:00,legit
TX00476,AC79964,East,Bihar,BR161,UPI,45019.28,Success,ATM,Corporate,2024-08-03 07:03:00,amount_tampering
TX00477,AC30410,East,West Bengal,BR100,UPI,61531.14,Success,ATM,Individual,2024-08-14 18:38:00,legit
TX00478,AC72530,East,West Bengal,BR198,MANDATE,56225.0,Success,web,Individual,2024-08-19 21:35:00,amount_tampering
TX00479,AC63967,West,Goa,BR131,UPI,111577.62,Success,ATM,Corporate,2024-07-21 01:53:00,unauthorized_device
TX00480,AC65343,North,Uttar Pradesh,BR136,CHEQUE,72391.5,Success,mobile,Individual,2024-07-13 10:27:00,unauthorized_device
TX00481,AC93478,West,Goa,BR134,MANDATE,47441.65,Success,mobile,Individual,2024-07-05 12:25:00,legit
TX00482,AC12900,North,Delhi,BR136,CHEQUE,30889.19,Success,ATM,Individual,2024-07-22 04:34:00,signature_mismatch
TX00483,AC11930,West,Gujarat,BR143,MANDATE,17871.07,Success,ATM,Corporate,2024-08-12 04:56:00,legit
TX00484,AC14159,East,West Bengal,BR196,UPI,54069.27,Success,ATM,Individual,2024-08-19 10:37:00,fake_cheque
TX00485,AC35191,East,Jharkhand,BR101,NEFT,34872.99,Pending,web,Corporate,2024-08-10 07:39:00,unauthorized_device
TX00486,AC14392,North,Haryana,BR194,NEFT,21554.93,Success,web,Corporate,2024-08-05 10:03:00,legit
TX00487,AC50908,East,Odisha,BR180,NEFT,37068.54,Success,mobile,Corporate,2024-08-13 19:15:00,legit
TX00488,AC36047,East,West Bengal,BR185,UPI,28369.04,Pending,web,Corporate,2024-07-30 12:54:00,duplicate_payment
TX00489,AC46188,South,Andhra Pradesh,BR131,NEFT,83742.83,Pending,ATM,Individual,2024-08-03 19:19:00,legit
TX00490,AC42600,North,Haryana,BR111,CHEQUE,67632.8,Failed,mobile,Individual,2024-08-02 08:38:00,legit
TX00491,AC80300,South,Karnataka,BR162,UPI,49840.55,Success,tablet,Corporate,2024-07-18 13:32:00,duplicate_payment
TX00492,AC59514,East,Odisha,BR132,NEFT,79598.88,Success,ATM,Corporate,2024-08-19 09:37:00,legit
TX00493,AC34874,North,Uttar Pradesh,BR141,MANDATE,51547.37,Success,web,Individual,2024-08-18 08:17:00,mandate_violation
TX00494,AC48754,East,Bihar,BR158,NEFT,32774.32,Success,ATM,Individual,2024-07-02 16:53:00,legit
TX00495,AC57720,North,Uttar Pradesh,BR192,NEFT,80462.48,Success,ATM,Individual,2024-08-17 16:50:00,legit
TX00496,AC82281,North,Uttar Pradesh,BR141,MANDATE,60778.2,Success,mobile,Individual,2024-08-17 14:56:00,legit
TX00497,AC15737,North,Punjab,BR104,UPI,29255.08,Success,web,Individual,2024-07-03 21:30:00,legit
TX00498,AC60934,West,Rajasthan,BR106,CHEQUE,46193.23,Success,mobile,Individual,2024-07-19 23:59:00,legit
TX00499,AC20480,West,Maharashtra,BR146,MANDATE,32487.63,Success,mobile,Corporate,2024-08-18 03:39:00,duplicate_payment
TX00500,AC19225,East,West Bengal,BR127,NEFT,22344.01,Success,web,Corporate,2024-07-18 05:52:00,incorrect_account
TX00501,AC96098,North,Punjab,BR171,MANDATE,68523.55,Success,tablet,Corporate,2024-08-08 20:57:00,legit
TX00502,AC31864,North,Haryana,BR164,CHEQUE,88188.33,Success,ATM,Corporate,2024-07-29 16:27:00,legit
TX00503,AC52553,East,Jharkhand,BR197,MANDATE,22028.65,Success,tablet,Individual,2024-08-21 06:12:00,legit
TX00504,AC59160,East,Bihar,BR157,MANDATE,61259.38,Pending,mobile,Individual,2024-07-26 21:27:00,legit
TX00505,AC77844,North,Uttar Pradesh,BR100,CHEQUE,36987.15,Pending,web,Corporate,2024-07-02 23:24:00,legit
TX00506,AC46170,North,Delhi,BR104,MANDATE,40257.49,Success,web,Corporate,2024-08-03 09:54:00,legit
TX00507,AC42749,North,Uttar Pradesh,BR138,NEFT,38152.12,Success,web,Individual,2024-07-30 13:18:00,legit
TX00508,AC32662,West,Maharashtra,BR176,CHEQUE,32720.18,Success,ATM,Individual,2024-07-06 02:09:00,legit
TX00509,AC53829,East,Jharkhand,BR153,NEFT,50970.43,Failed,web,Individual,2024-08-27 16:44:00,legit
TX00510,AC60133,South,Kerala,BR167,NEFT,33381.0,Success,web,Corporate,2024-08-15 17:30:00,legit
TX00511,AC30079,South,Andhra Pradesh,BR157,NEFT,55409.14,Success,tablet,Corporate,2024-07-14 11:20:00,mandate_violation
TX00512,AC20819,West,Maharashtra,BR170,MANDATE,48995.24,Success,ATM,Corporate,2024-07-12 20:48:00,legit
TX00513,AC73035,North,Haryana,BR150,UPI,45221.04,Success,web,Individual,2024-07-07 12:30:00,unauthorized_device
TX00514,AC66369,East,West Bengal,BR114,MANDATE,31848.73,Success,tablet,Individual,2024-07-30 04:39:00,timing_anomaly
TX00515,AC95905,South,Kerala,BR121,CHEQUE,38464.57,Success,ATM,Individual,2024-08-10 02:12:00,duplicate_payment
TX00516,AC40603,North,Uttar Pradesh,BR119,NEFT,65107.82,Success,mobile,Individual,2024-08-26 12:36:00,legit
TX00517,AC47707,South,Kerala,BR188,NEFT,60018.34,Success,ATM,Individual,2024-07-31 04:59:00,incorrect_account
TX00518,AC80517,North,Punjab,BR169,CHEQUE,30448.9,Success,web,Individual,2024-08-04 06:42:00,legit
TX00519,AC96969,South,Kerala,BR121,NEFT,51986.65,Success,tablet,Individual,2024-08-12 07:43:00,legit
TX00520,AC11092,South,Andhra Pradesh,BR184,CHEQUE,65027.74,Success,tablet,Individual,2024-07-02 17:40:00,unauthorized_device
TX00521,AC95119,West,Gujarat,BR148,NEFT,16611.89,Failed,ATM,Individual,2024-07-17 23:14:00,incorrect_account
TX00522,AC70029,South,Tamil Nadu,BR131,CHEQUE,60867.2,Success,ATM,Individual,2024-07-02 16:08:00,timing_anomaly
TX00523,AC56125,East,Bihar,BR130,CHEQUE,36747.52,Success,tablet,Corporate,2024-07-03 16:22:00,legit
TX00524,AC46725,North,Punjab,BR143,MANDATE,61411.97,Success,mobile,Corporate,2024-08-17 09:31:00,legit
TX00525,AC90274,North,Haryana,BR130,UPI,34734.82,Success,tablet,Corporate,2024-08-10 21:13:00,legit
TX00526,AC37100,North,Punjab,BR117,CHEQUE,13902.36,Success,web,Corporate,2024-07-14 05:05:00,legit
TX00527,AC84035,North,Uttar Pradesh,BR108,NEFT,17449.15,Success,web,Individual,2024-07-30 00:11:00,legit
TX00528,AC64269,West,Rajasthan,BR156,CHEQUE,50961.7,Success,web,Individual,2024-07-12 23:21:00,incorrect_account
TX00529,AC90213,East,Odisha,BR176,UPI,55194.45,Success,mobile,Corporate,2024-07-08 05:37:00,legit
TX00530,AC72469,North,Haryana,BR191,CHEQUE,31913.67,Success,ATM,Corporate,2024-08-13 03:08:00,mandate_violation
TX00531,AC35330,North,Delhi,BR152,NEFT,62771.85,Failed,ATM,Individual,2024-07-19 11:05:00,legit
TX00532,AC18668,North,Haryana,BR178,MANDATE,16769.6,Success,ATM,Individual,2024-08-08 22:00:00,amount_tampering
TX00533,AC15482,West,Rajasthan,BR150,NEFT,48678.4,Success,ATM,Corporate,2024-07-04 20:39:00,legit
TX00534,AC42207,West,Maharashtra,BR171,MANDATE,25779.68,Success,mobile,Individual,2024-07-27 12:05:00,fake_cheque
TX00535,AC49918,East,Jharkhand,BR121,MANDATE,36963.28,Success,mobile,Individual,2024-08-12 04:42:00,legit
TX00536,AC69204,South,Tamil Nadu,BR123,UPI,50947.97,Success,tablet,Corporate,2024-07-03 06:25:00,mandate_violation
TX00537,AC87373,North,Haryana,BR111,CHEQUE,32791.73,Success,web,Individual,2024-07-09 07:12:00,signature_mismatch
TX00538,AC68903,East,West Bengal,BR167,MANDATE,42308.89,Success,web,Corporate,2024-08-20 02:14:00,amount_tampering
TX00539,AC32398,East,Odisha,BR120,UPI,70125.86,Success,mobile,Corporate,2024-07-29 00:58:00,timing_anomaly
TX00540,AC68491,East,Odisha,BR115,UPI,38462.16,Pending,mobile,Corporate,2024-07-02 02:40:00,fake_cheque
TX00541,AC75358,South,Andhra Pradesh,BR130,UPI,66713.84,Success,ATM,Corporate,2024-08-07 07:59:00,fake_cheque
TX00542,AC88802,South,Karnataka,BR170,CHEQUE,27405.86,Success,web,Individual,2024-07-17 19:47:00,mandate_violation
TX00543,AC95626,East,West Bengal,BR118,NEFT,60596.08,Success,tablet,Corporate,2024-07-08 23:35:00,duplicate_payment
TX00544,AC64651,North,Punjab,BR186,CHEQUE,78831.37,Success,web,Corporate,2024-08-22 16:46:00,timing_anomaly
TX00545,AC14697,South,Kerala,BR141,CHEQUE,567.11,Failed,mobile,Corporate,2024-08-20 02:31:00,signature_mismatch
TX00546,AC71710,North,Delhi,BR188,CHEQUE,34062.09,Success,ATM,Individual,2024-07-20 00:40:00,legit
TX00547,AC24326,South,Andhra Pradesh,BR192,CHEQUE,61541.44,Success,tablet,Corporate,2024-08-17 19:44:00,legit
TX00548,AC91689,East,Odisha,BR178,MANDATE,45939.09,Success,ATM,Corporate,2024-07-17 09:00:00,legit
TX00549,AC40503,East,Odisha,BR100,NEFT,57422.92,Success,mobile,Individual,2024-08-26 00:09:00,legit
TX00550,AC64269,South,Kerala,BR144,UPI,37920.3,Success,web,Corporate,2024-07-24 03:47:00,legit
TX00551,AC50340,East,Bihar,BR198,NEFT,51731.8,Success,tablet,Corporate,2024-08-06 01:10:00,legit
TX00552,AC90739,South,Karnataka,BR124,CHEQUE,46886.46,Success,ATM,Corporate,2024-07-04 05:40:00,legit
TX00553,AC73110,North,Haryana,BR168,CHEQUE,73355.64,Success,ATM,Individual,2024-08-17 10:18:00,unauthorized_device
TX00554,AC98892,East,West Bengal,BR126,CHEQUE,55088.42,Success,tablet,Individual,2024-07-14 14:09:00,unauthorized_device
TX00555,AC14085,East,Jharkhand,BR180,UPI,56752.05,Success,ATM,Individual,2024-08-24 04:12:00,signature_mismatch
TX00556,AC50407,East,West Bengal,BR134,MANDATE,41762.46,Success,web,Corporate,2024-08-11 03:12:00,legit
TX00557,AC49666,North,Uttar Pradesh,BR122,NEFT,40247.88,Success,mobile,Individual,2024-07-09 10:17:00,fake_cheque
TX00558,AC13268,West,Gujarat,BR124,CHEQUE,41348.84,Failed,tablet,Corporate,2024-07-14 01:01:00,legit
TX00559,AC22878,North,Punjab,BR192,NEFT,57889.04,Success,mobile,Individual,2024-07-29 07:20:00,legit
TX00560,AC87894,South,Kerala,BR159,NEFT,41580.31,Success,tablet,Individual,2024-08-22 13:41:00,legit
TX00561,AC93735,North,Uttar Pradesh,BR125,UPI,55795.5,Success,tablet,Corporate,2024-07-11 17:00:00,unauthorized_device
TX00562,AC30643,East,West Bengal,BR101,NEFT,91508.02,Success,tablet,Corporate,2024-07-25 16:07:00,mandate_violation
TX00563,AC47128,North,Punjab,BR109,CHEQUE,67422.49,Success,tablet,Corporate,2024-07-05 14:48:00,mandate_violation
TX00564,AC71700,South,Tamil Nadu,BR149,NEFT,43479.53,Success,ATM,Individual,2024-08-24 06:14:00,legit
TX00565,AC92505,West,Rajasthan,BR139,CHEQUE,74024.28,Success,mobile,Corporate,2024-08-21 16:21:00,mandate_violation
TX00566,AC71377,South,Andhra Pradesh,BR139,MANDATE,41838.49,Success,web,Individual,2024-08-26 03:43:00,unauthorized_device
TX00567,AC57638,West,Gujarat,BR189,CHEQUE,9237.51,Success,tablet,Corporate,2024-08-14 08:58:00,duplicate_payment
TX00568,AC72303,South,Kerala,BR161,MANDATE,29838.27,Success,tablet,Corporate,2024-08-25 00:25:00,legit
TX00569,AC76577,South,Andhra Pradesh,BR191,NEFT,12584.16,Success,mobile,Corporate,2024-08-18 11:48:00,fake_cheque
TX00570,AC87402,West,Gujarat,BR179,UPI,42969.73,Success,ATM,Corporate,2024-07-07 00:18:00,timing_anomaly
TX00571,AC87459,West,Goa,BR172,CHEQUE,50368.37,Success,web,Individual,2024-07-08 02:09:00,legit
TX00572,AC85260,West,Maharashtra,BR175,MANDATE,83528.75,Success,mobile,Corporate,2024-07-17 00:51:00,timing_anomaly
TX00573,AC63188,South,Tamil Nadu,BR187,MANDATE,56538.55,Success,mobile,Individual,2024-07-20 19:22:00,legit
TX00574,AC86122,South,Karnataka,BR184,UPI,45617.99,Success,tablet,Corporate,2024-08-26 00:44:00,legit
TX00575,AC35646,North,Uttar Pradesh,BR138,CHEQUE,66588.11,Failed,ATM,Corporate,2024-07-09 03:03:00,legit
TX00576,AC90149,West,Gujarat,BR137,NEFT,5777.29,Success,mobile,Individual,2024-08-20 23:24:00,legit
TX00577,AC57086,South,Kerala,BR103,UPI,54712.29,Success,ATM,Corporate,2024-08-04 20:13:00,amount_tampering
TX00578,AC67041,North,Punjab,BR160,UPI,65417.3,Success,ATM,Corporate,2024-08-07 23:27:00,mandate_violation
TX00579,AC97826,North,Punjab,BR101,NEFT,20428.28,Success,web,Corporate,2024-08-29 21:15:00,fake_cheque
TX00580,AC27796,South,Karnataka,BR182,MANDATE,72875.08,Failed,ATM,Individual,2024-08-11 08:38:00,legit
TX00581,AC82358,West,Goa,BR145,UPI,56769.93,Success,mobile,Corporate,2024-07-22 13:11:00,legit
TX00582,AC45291,West,Rajasthan,BR104,NEFT,41694.24,Success,tablet,Individual,2024-08-22 19:36:00,fake_cheque
TX00583,AC20494,North,Uttar Pradesh,BR159,NEFT,62655.64,Success,mobile,Individual,2024-08-13 00:05:00,legit
TX00584,AC96997,South,Kerala,BR178,NEFT,95413.86,Failed,mobile,Corporate,2024-08-11 07:51:00,legit
TX00585,AC71503,East,Jharkhand,BR145,CHEQUE,53637.33,Success,mobile,Corporate,2024-08-21 07:26:00,unauthorized_device
TX00586,AC92483,West,Gujarat,BR173,NEFT,54964.41,Success,tablet,Individual,2024-07-27 02:33:00,fake_cheque
TX00587,AC26622,South,Kerala,BR132,UPI,40812.78,Success,tablet,Corporate,2024-07-02 07:01:00,legit
TX00588,AC89144,North,Punjab,BR184,MANDATE,33003.11,Success,web,Corporate,2024-07-22 11:58:00,fake_cheque
TX00589,AC79125,South,Kerala,BR110,UPI,66606.72,Success,web,Corporate,2024-08-07 14:05:00,legit
TX00590,AC41188,West,Gujarat,BR126,CHEQUE,32878.32,Success,tablet,Individual,2024-07-05 18:44:00,mandate_violation
TX00591,AC62264,West,Rajasthan,BR160,UPI,51431.32,Success,ATM,Corporate,2024-07-24 21:42:00,mandate_violation
TX00592,AC66981,South,Kerala,BR157,MANDATE,40446.85,Success,mobile,Individual,2024-08-18 08:37:00,legit
TX00593,AC66595,East,Bihar,BR134,CHEQUE,59579.6,Success,tablet,Corporate,2024-08-11 23:18:00,legit
TX00594,AC41692,North,Uttar Pradesh,BR186,UPI,56673.24,Success,mobile,Individual,2024-07-07 04:26:00,duplicate_payment
TX00595,AC22805,South,Andhra Pradesh,BR144,UPI,70750.8,Success,tablet,Individual,2024-07-04 02:21:00,duplicate_payment
TX00596,AC22050,South,Karnataka,BR176,NEFT,39799.67,Success,mobile,Individual,2024-08-25 00:57:00,mandate_violation
TX00597,AC96034,North,Delhi,BR189,UPI,44602.5,Success,ATM,Individual,2024-08-28 03:26:00,fake_cheque
TX00598,AC46226,West,Rajasthan,BR132,UPI,30424.73,Success,tablet,Individual,2024-08-04 20:14:00,amount_tampering
TX00599,AC17872,East,Bihar,BR122,MANDATE,41114.13,Success,web,Corporate,2024-07-17 05:48:00,legit
TX00600,AC24212,North,Haryana,BR127,NEFT,57546.01,Failed,tablet,Individual,2024-07-04 04:09:00,signature_mismatch
TX00601,AC84887,East,Jharkhand,BR102,MANDATE,65139.77,Success,mobile,Individual,2024-08-05 13:01:00,unauthorized_device
TX00602,AC53231,West,Maharashtra,BR165,MANDATE,31556.69,Success,ATM,Individual,2024-08-19 03:55:00,incorrect_account
TX00603,AC60387,West,Maharashtra,BR172,CHEQUE,67392.12,Success,tablet,Corporate,2024-07-06 00:34:00,legit
TX00604,AC94813,South,Kerala,BR168,CHEQUE,77112.76,Success,ATM,Corporate,2024-08-28 23:07:00,incorrect_account
TX00605,AC82676,South,Andhra Pradesh,BR184,UPI,58268.7,Success,ATM,Individual,2024-08-27 09:36:00,legit
TX00606,AC73766,South,Andhra Pradesh,BR194,UPI,87535.92,Success,web,Individual,2024-08-23 23:18:00,incorrect_account
TX00607,AC60956,South,Kerala,BR163,MANDATE,34524.22,Pending,mobile,Individual,2024-07-31 21:10:00,duplicate_payment
TX00608,AC15611,West,Maharashtra,BR127,MANDATE,25106.91,Failed,web,Individual,2024-07-07 13:21:00,duplicate_payment
TX00609,AC28558,West,Maharashtra,BR160,NEFT,14425.6,Success,web,Individual,2024-07-16 16:17:00,legit
TX00610,AC50283,South,Andhra Pradesh,BR178,UPI,79920.89,Success,mobile,Individual,2024-07-11 09:25:00,legit
TX00611,AC90691,North,Delhi,BR125,MANDATE,63087.31,Success,ATM,Corporate,2024-07-11 23:53:00,legit
TX00612,AC85493,North,Uttar Pradesh,BR127,NEFT,48888.31,Success,tablet,Individual,2024-07-11 23:46:00,unauthorized_device
TX00613,AC64415,North,Uttar Pradesh,BR170,UPI,55599.37,Success,mobile,Individual,2024-07-10 02:22:00,legit
TX00614,AC92863,West,Gujarat,BR102,MANDATE,27490.22,Success,mobile,Individual,2024-07-09 02:43:00,legit
TX00615,AC87821,East,Jharkhand,BR188,MANDATE,98915.04,Success,web,Individual,2024-08-28 05:43:00,unauthorized_device
TX00616,AC69037,West,Gujarat,BR122,NEFT,52584.42,Success,ATM,Individual,2024-08-27 02:07:00,legit
TX00617,AC49478,East,Jharkhand,BR100,UPI,52187.9,Success,mobile,Corporate,2024-08-19 03:02:00,legit
TX00618,AC70845,North,Uttar Pradesh,BR106,UPI,64515.33,Success,web,Corporate,2024-08-15 06:50:00,mandate_violation
TX00619,AC97836,South,Tamil Nadu,BR182,CHEQUE,59620.18,Success,ATM,Corporate,2024-07-31 10:16:00,legit
TX00620,AC69394,South,Tamil Nadu,BR194,NEFT,54477.68,Failed,web,Individual,2024-07-03 15:29:00,fake_cheque
TX00621,AC25212,South,Karnataka,BR192,MANDATE,34190.51,Success,tablet,Corporate,2024-07-19 02:10:00,legit
TX00622,AC52688,North,Delhi,BR141,UPI,59429.37,Success,ATM,Individual,2024-08-04 04:21:00,legit
TX00623,AC19637,West,Goa,BR106,MANDATE,87640.49,Success,ATM,Individual,2024-08-05 06:08:00,amount_tampering
TX00624,AC69996,North,Uttar Pradesh,BR134,UPI,76908.4,Success,mobile,Individual,2024-07-26 12:59:00,mandate_violation
TX00625,AC71018,West,Goa,BR121,CHEQUE,81863.73,Success,tablet,Individual,2024-08-28 01:43:00,legit
TX00626,AC32273,North,Delhi,BR152,MANDATE,39775.69,Failed,web,Corporate,2024-08-12 02:55:00,unauthorized_device
TX00627,AC66113,North,Punjab,BR141,MANDATE,30207.9,Success,web,Individual,2024-08-08 00:38:00,legit
TX00628,AC15250,West,Maharashtra,BR154,MANDATE,47484.26,Success,mobile,Corporate,2024-08-15 01:58:00,incorrect_account
TX00629,AC83202,South,Andhra Pradesh,BR127,UPI,51114.5,Success,web,Individual,2024-07-02 10:47:00,fake_cheque
TX00630,AC49955,North,Haryana,BR173,NEFT,71883.83,Pending,ATM,Individual,2024-08-06 21:31:00,incorrect_account
TX00631,AC58551,West,Maharashtra,BR180,NEFT,16150.71,Success,tablet,Individual,2024-07-27 23:54:00,amount_tampering
TX00632,AC45361,North,Delhi,BR179,CHEQUE,80591.01,Success,mobile,Corporate,2024-07-05 16:38:00,signature_mismatch
TX00633,AC57918,West,Maharashtra,BR146,CHEQUE,46839.84,Success,mobile,Individual,2024-07-13 14:21:00,legit
TX00634,AC41278,South,Andhra Pradesh,BR194,UPI,41462.38,Success,web,Corporate,2024-08-02 02:30:00,legit
TX00635,AC76003,West,Rajasthan,BR106,NEFT,29757.91,Success,ATM,Corporate,2024-08-15 15:26:00,legit
TX00636,AC26083,West,Rajasthan,BR157,CHEQUE,16902.87,Success,mobile,Individual,2024-08-11 16:14:00,signature_mismatch
TX00637,AC61207,North,Uttar Pradesh,BR109,NEFT,66463.41,Success,mobile,Individual,2024-08-15 04:14:00,mandate_violation
TX00638,AC36772,South,Kerala,BR153,UPI,51466.36,Success,ATM,Corporate,2024-08-28 16:20:00,duplicate_payment
TX00639,AC34780,South,Tamil Nadu,BR129,CHEQUE,24200.78,Success,tablet,Corporate,2024-08-14 06:00:00,legit
TX00640,AC79489,West,Goa,BR138,UPI,24098.42,Failed,tablet,Individual,2024-07-24 15:59:00,incorrect_account
TX00641,AC58745,East,West Bengal,BR118,CHEQUE,43284.31,Success,web,Individual,2024-08-18 17:25:00,unauthorized_device
TX00642,AC32984,North,Punjab,BR130,NEFT,83380.43,Success,tablet,Individual,2024-08-10 03:08:00,unauthorized_device
TX00643,AC34182,North,Delhi,BR185,CHEQUE,44808.17,Pending,web,Corporate,2024-08-10 19:36:00,legit
TX00644,AC31311,East,West Bengal,BR103,MANDATE,19937.14,Failed,web,Corporate,2024-07-30 03:31:00,mandate_violation
TX00645,AC81584,East,Bihar,BR160,CHEQUE,45085.14,Pending,web,Corporate,2024-07-31 19:52:00,legit
TX00646,AC72781,South,Karnataka,BR186,NEFT,44545.53,Success,ATM,Individual,2024-08-10 14:14:00,timing_anomaly
TX00647,AC52777,South,Karnataka,BR174,UPI,500.0,Success,tablet,Individual,2024-07-03 01:15:00,signature_mismatch
TX00648,AC68387,South,Andhra Pradesh,BR124,MANDATE,48914.1,Success,mobile,Corporate,2024-08-06 04:28:00,mandate_violation
TX00649,AC66051,East,Jharkhand,BR147,NEFT,45381.31,Success,tablet,Corporate,2024-08-10 13:22:00,legit
TX00650,AC21481,North,Haryana,BR194,MANDATE,63924.13,Success,tablet,Individual,2024-08-08 13:52:00,legit
TX00651,AC64289,North,Delhi,BR118,UPI,86979.12,Success,tablet,Individual,2024-08-23 18:21:00,legit
TX00652,AC21593,South,Andhra Pradesh,BR181,CHEQUE,72531.3,Success,ATM,Individual,2024-07-19 03:17:00,incorrect_account
TX00653,AC60039,East,Jharkhand,BR105,CHEQUE,44622.23,Success,tablet,Corporate,2024-08-20 21:46:00,legit
TX00654,AC39428,South,Tamil Nadu,BR119,CHEQUE,27869.48,Success,ATM,Individual,2024-08-29 12:16:00,legit
TX00655,AC47707,West,Gujarat,BR162,UPI,101467.2,Success,tablet,Corporate,2024-07-07 01:45:00,legit
TX00656,AC57416,West,Goa,BR133,MANDATE,51184.37,Pending,mobile,Corporate,2024-08-16 15:37:00,legit
TX00657,AC12299,East,Odisha,BR174,NEFT,50278.59,Success,ATM,Individual,2024-08-02 12:43:00,mandate_violation
TX00658,AC45739,East,Jharkhand,BR181,CHEQUE,49517.5,Success,tablet,Individual,2024-08-16 18:33:00,incorrect_account
TX00659,AC92317,North,Delhi,BR176,UPI,53961.7,Success,tablet,Corporate,2024-07-25 17:00:00,legit
TX00660,AC57516,South,Kerala,BR118,NEFT,47112.79,Success,tablet,Corporate,2024-08-14 03:16:00,amount_tampering
TX00661,AC31368,South,Karnataka,BR119,UPI,38526.76,Success,mobile,Corporate,2024-08-11 21:57:00,legit
TX00662,AC25278,North,Delhi,BR161,CHEQUE,39062.82,Success,tablet,Individual,2024-08-10 05:25:00,legit
TX00663,AC88335,East,Odisha,BR190,CHEQUE,49344.93,Success,mobile,Individual,2024-07-12 17:10:00,legit
TX00664,AC28659,North,Uttar Pradesh,BR116,UPI,39131.5,Success,mobile,Corporate,2024-07-11 04:03:00,signature_mismatch
TX00665,AC73472,West,Maharashtra,BR125,NEFT,35743.08,Success,mobile,Corporate,2024-07-11 19:47:00,legit
TX00666,AC15672,South,Kerala,BR185,NEFT,52128.6,Success,mobile,Individual,2024-08-23 11:38:00,legit
TX00667,AC34219,East,West Bengal,BR111,UPI,44900.46,Success,tablet,Corporate,2024-08-02 01:23:00,mandate_violation
TX00668,AC75619,North,Delhi,BR112,NEFT,80079.86,Success,web,Corporate,2024-07-16 15:14:00,legit
TX00669,AC80402,South,Tamil Nadu,BR127,MANDATE,500.0,Success,web,Corporate,2024-07-10 18:27:00,mandate_violation
TX00670,AC56507,West,Goa,BR127,UPI,71830.14,Success,tablet,Individual,2024-08-12 09:46:00,signature_mismatch
TX00671,AC27814,West,Rajasthan,BR190,CHEQUE,74921.7,Success,mobile,Individual,2024-07-30 20:46:00,legit
TX00672,AC60434,East,Jharkhand,BR176,CHEQUE,8532.2,Success,ATM,Individual,2024-08-20 10:02:00,amount_tampering
TX00673,AC66093,North,Delhi,BR160,CHEQUE,43146.25,Success,ATM,Individual,2024-08-06 01:52:00,fake_cheque
TX00674,AC96317,South,Tamil Nadu,BR118,MANDATE,42571.18,Success,mobile,Individual,2024-07-06 21:21:00,timing_anomaly
TX00675,AC36094,East,Odisha,BR176,MANDATE,21849.77,Success,ATM,Corporate,2024-07-26 08:25:00,legit
TX00676,AC86273,East,Jharkhand,BR145,MANDATE,34443.67,Success,ATM,Corporate,2024-08-16 13:12:00,unauthorized_device
TX00677,AC69589,South,Tamil Nadu,BR132,MANDATE,27788.48,Success,web,Individual,2024-07-10 01:35:00,legit
TX00678,AC18942,West,Maharashtra,BR122,MANDATE,85045.41,Success,tablet,Individual,2024-07-28 13:22:00,legit
TX00679,AC22626,South,Andhra Pradesh,BR159,UPI,68713.57,Success,ATM,Corporate,2024-08-15 22:44:00,unauthorized_device
